,Exchange Date,Bid
695,10-Sep-2019,"14,634.1979"
696,09-Sep-2019,"14,913.9589"
697,06-Sep-2019,"15,118.1075"
698,05-Sep-2019,"15,424.2482"
699,04-Sep-2019,"15,634.7308"
700,03-Sep-2019,"15,839.6212"
701,02-Sep-2019,"15,492.7359"
702,30-Aug-2019,"14,281.6860"
703,29-Aug-2019,"14,153.6781"
704,28-Aug-2019,"14,352.1604"
705,27-Aug-2019,"15,017.6958"
706,26-Aug-2019,"15,143.7721"
707,23-Aug-2019,"15,326.3057"
708,22-Aug-2019,"15,063.6283"
709,21-Aug-2019,"14,966.0867"
710,20-Aug-2019,"15,786.9027"
711,19-Aug-2019,"15,768.3612"
712,16-Aug-2019,"15,323.2970"
713,15-Aug-2019,"15,295.5585"
714,14-Aug-2019,"15,045.6660"
715,13-Aug-2019,"15,974.0517"
716,12-Aug-2019,"16,896.2985"
717,09-Aug-2019,"17,468.9747"
718,08-Aug-2019,"17,040.7821"
719,07-Aug-2019,"17,551.5021"
720,06-Aug-2019,"17,220.7779"
721,05-Aug-2019,"17,340.5149"
722,02-Aug-2019,"15,297.1622"
723,01-Aug-2019,"15,309.4251"
724,31-Jul-2019,"14,640.8619"
725,30-Jul-2019,"13,878.1173"
726,29-Jul-2019,"13,770.7374"
727,26-Jul-2019,"14,212.7604"
728,25-Jul-2019,"14,191.8620"
729,24-Jul-2019,"13,849.5987"
730,23-Jul-2019,"14,467.5278"
731,22-Jul-2019,"14,659.5055"
732,19-Jul-2019,"14,938.4725"
733,18-Jul-2019,"15,004.2114"
734,17-Jul-2019,"13,810.9827"
735,16-Jul-2019,"13,687.0811"
736,15-Jul-2019,"15,360.6590"
737,12-Jul-2019,"16,956.1049"
738,11-Jul-2019,"15,966.7431"
739,10-Jul-2019,"16,913.6311"
740,09-Jul-2019,"17,900.5916"
741,08-Jul-2019,"17,502.5523"
742,05-Jul-2019,"15,800.4298"
743,04-Jul-2019,"16,672.5513"
744,03-Jul-2019,"16,187.8094"
745,02-Jul-2019,"15,294.7820"
746,01-Jul-2019,"15,033.5726"
747,28-Jun-2019,"17,385.8567"
748,27-Jun-2019,"15,223.9087"
749,26-Jun-2019,"18,212.3944"
750,25-Jun-2019,"16,318.7760"
751,24-Jun-2019,"15,582.4070"
752,21-Jun-2019,"14,344.9531"
753,20-Jun-2019,"13,802.8163"
754,19-Jun-2019,"13,314.5140"
755,18-Jun-2019,"13,262.5327"
756,17-Jun-2019,"13,521.9872"
757,14-Jun-2019,"12,294.0791"
758,13-Jun-2019,"11,943.7455"
759,12-Jun-2019,"11,717.4026"
760,11-Jun-2019,"11,387.6525"
761,10-Jun-2019,"11,404.8227"
762,07-Jun-2019,"11,282.5429"
763,06-Jun-2019,"11,007.3650"
764,05-Jun-2019,"11,090.2023"
765,04-Jun-2019,"10,935.1545"
766,03-Jun-2019,"12,253.8836"
767,31-May-2019,"12,240.9765"
768,30-May-2019,"12,234.2254"
769,29-May-2019,"12,496.9789"
770,28-May-2019,"12,538.6748"
771,27-May-2019,"12,645.7382"
772,24-May-2019,"11,728.5199"
773,23-May-2019,"11,410.1999"
774,22-May-2019,"11,371.8187"
775,21-May-2019,"11,747.0511"
776,20-May-2019,"11,576.8340"
777,17-May-2019,"10,335.8474"
778,16-May-2019,"11,135.9298"
779,15-May-2019,"11,783.5185"
780,14-May-2019,"11,101.2669"
781,13-May-2019,"11,320.3456"
782,10-May-2019,"8,981.4196"
783,09-May-2019,"8,698.3834"
784,08-May-2019,"8,439.8913"
785,07-May-2019,"8,329.5610"
786,06-May-2019,"8,143.7992"
787,03-May-2019,"8,095.7295"
788,02-May-2019,"7,717.7975"
789,01-May-2019,"7,558.2360"
790,30-Apr-2019,"7,427.6028"
791,29-Apr-2019,"7,266.4589"
792,26-Apr-2019,"7,233.2197"
793,25-Apr-2019,"7,831.6517"
794,24-Apr-2019,"7,746.8643"
795,23-Apr-2019,"7,856.0186"
796,22-Apr-2019,"7,520.3252"
797,19-Apr-2019,"7,365.8884"
798,18-Apr-2019,"7,422.4972"
799,17-Apr-2019,"7,269.8886"
800,16-Apr-2019,"7,225.3484"
801,15-Apr-2019,"6,997.5610"
802,12-Apr-2019,"7,029.4396"
803,11-Apr-2019,"7,091.4947"
804,10-Apr-2019,"7,387.1638"
805,09-Apr-2019,"7,324.2739"
806,08-Apr-2019,"7,366.6807"
807,05-Apr-2019,"7,032.6062"
808,04-Apr-2019,"6,818.4170"
809,03-Apr-2019,"7,446.3799"
810,02-Apr-2019,"6,789.1686"
811,01-Apr-2019,"5,799.3814"
812,29-Mar-2019,"5,735.9628"
813,28-Mar-2019,"5,666.9210"
814,27-Mar-2019,"5,656.2235"
815,26-Mar-2019,"5,482.6349"
816,25-Mar-2019,"5,469.1313"
817,22-Mar-2019,"5,614.7918"
818,21-Mar-2019,"5,584.5656"
819,20-Mar-2019,"5,632.0967"
820,19-Mar-2019,"5,631.3725"
821,18-Mar-2019,"5,585.2118"
822,15-Mar-2019,"5,492.3999"
823,14-Mar-2019,"5,449.5400"
824,13-Mar-2019,"5,426.1593"
825,12-Mar-2019,"5,456.6507"
826,11-Mar-2019,"5,439.0327"
827,08-Mar-2019,"5,481.0071"
828,07-Mar-2019,"5,515.8165"
829,06-Mar-2019,"5,466.4866"
830,05-Mar-2019,"5,407.9029"
831,04-Mar-2019,"5,215.2122"
832,01-Mar-2019,"5,401.8066"
833,28-Feb-2019,"5,352.9312"
834,27-Feb-2019,"5,249.8390"
835,26-Feb-2019,"5,269.6426"
836,25-Feb-2019,"5,307.5593"
837,22-Feb-2019,"5,527.6655"
838,21-Feb-2019,"5,496.3339"
839,20-Feb-2019,"5,458.3950"
840,19-Feb-2019,"5,426.0184"
841,18-Feb-2019,"5,400.9815"
842,15-Feb-2019,"4,982.9347"
843,14-Feb-2019,"5,021.3984"
844,13-Feb-2019,"5,035.8201"
845,12-Feb-2019,"5,041.2909"
846,11-Feb-2019,"5,084.3148"
847,08-Feb-2019,"5,068.4159"
848,07-Feb-2019,"4,727.8575"
849,06-Feb-2019,"4,736.4814"
850,05-Feb-2019,"4,727.0868"
851,04-Feb-2019,"4,727.6563"
852,01-Feb-2019,"4,755.0621"
853,31-Jan-2019,"4,693.6100"
854,30-Jan-2019,"4,734.5889"
855,29-Jan-2019,"4,750.9640"
856,28-Jan-2019,"4,766.3458"
857,25-Jan-2019,"4,953.8151"
858,24-Jan-2019,"5,031.1443"
859,23-Jan-2019,"4,957.6088"
860,22-Jan-2019,"5,016.2690"
861,21-Jan-2019,"4,918.4523"
862,18-Jan-2019,"5,037.5924"
863,17-Jan-2019,"5,035.6170"
864,16-Jan-2019,"5,025.2022"
865,15-Jan-2019,"4,954.6515"
866,14-Jan-2019,"5,087.7727"
867,11-Jan-2019,"5,052.4258"
868,10-Jan-2019,"5,051.6142"
869,09-Jan-2019,"5,576.2549"
870,08-Jan-2019,"5,592.9871"
871,07-Jan-2019,"5,602.1821"
872,04-Jan-2019,"5,384.8025"
873,03-Jan-2019,"5,411.5044"
874,02-Jan-2019,"5,562.3103"
875,01-Jan-2019,"5,270.1730"
876,31-Dec-2018,"5,208.3924"
877,28-Dec-2018,"5,521.8989"
878,27-Dec-2018,"5,091.2333"
879,26-Dec-2018,"5,339.2079"
880,25-Dec-2018,"5,380.9321"
881,24-Dec-2018,"5,750.1486"
882,21-Dec-2018,"5,467.1500"
883,20-Dec-2018,"5,615.6118"
884,19-Dec-2018,"5,153.3549"
885,18-Dec-2018,"4,917.8010"
886,17-Dec-2018,"4,861.6681"
887,14-Dec-2018,"4,395.1930"
888,13-Dec-2018,"4,503.2512"
889,12-Dec-2018,"4,762.4308"
890,11-Dec-2018,"4,677.7716"
891,10-Dec-2018,"4,724.3777"
892,07-Dec-2018,"4,707.6795"
893,06-Dec-2018,"4,966.7542"
894,05-Dec-2018,"5,118.1293"
895,04-Dec-2018,"5,313.9782"
896,03-Dec-2018,"5,257.4864"
897,30-Nov-2018,"5,363.6612"
898,29-Nov-2018,"5,712.4180"
899,28-Nov-2018,"5,777.8736"
900,27-Nov-2018,"5,214.2699"
901,26-Nov-2018,"5,069.3852"
902,23-Nov-2018,"5,876.7371"
903,22-Nov-2018,"6,101.5300"
904,21-Nov-2018,"6,126.1013"
905,20-Nov-2018,"6,007.3181"
906,19-Nov-2018,"6,549.5751"
907,16-Nov-2018,"7,426.0798"
908,15-Nov-2018,"7,513.2298"
909,14-Nov-2018,"7,668.5178"
910,13-Nov-2018,"8,694.3352"
911,12-Nov-2018,"8,788.0557"
912,09-Nov-2018,"8,751.7852"
913,08-Nov-2018,"8,838.8812"
914,07-Nov-2018,"8,934.5102"
915,06-Nov-2018,"8,857.1744"
916,05-Nov-2018,"8,874.2861"
917,02-Nov-2018,"8,817.5368"
918,01-Nov-2018,"8,784.9015"
919,31-Oct-2018,"8,900.1979"
920,30-Oct-2018,"8,812.4384"
921,29-Oct-2018,"8,842.3126"
922,26-Oct-2018,"9,019.5266"
923,25-Oct-2018,"9,032.9098"
924,24-Oct-2018,"9,097.3088"
925,23-Oct-2018,"9,018.3011"
926,22-Oct-2018,"9,046.9857"
927,19-Oct-2018,"8,959.8989"
928,18-Oct-2018,"9,000.0000"
929,17-Oct-2018,"9,051.5049"
930,16-Oct-2018,"9,039.0087"
931,15-Oct-2018,"8,957.2350"
932,12-Oct-2018,"8,724.1399"
933,11-Oct-2018,"8,704.1684"
934,10-Oct-2018,"9,244.6285"
935,09-Oct-2018,"9,262.0495"
936,08-Oct-2018,"9,348.9620"
937,05-Oct-2018,"9,265.1496"
938,04-Oct-2018,"9,250.9541"
939,03-Oct-2018,"9,059.7748"
940,02-Oct-2018,"9,065.9992"
941,01-Oct-2018,"9,060.3432"
942,28-Sep-2018,"9,182.1098"
943,27-Sep-2018,"9,285.7381"
944,26-Sep-2018,"8,945.9504"
945,25-Sep-2018,"8,791.3391"
946,24-Sep-2018,"9,134.3121"
947,21-Sep-2018,"9,196.6137"
948,20-Sep-2018,"8,740.4031"
949,19-Sep-2018,"8,840.9085"
950,18-Sep-2018,"8,740.0360"
951,17-Sep-2018,"8,642.6305"
952,14-Sep-2018,"9,136.6457"
953,13-Sep-2018,"8,988.0456"
954,12-Sep-2018,"8,795.0907"
955,11-Sep-2018,"8,768.5843"
956,10-Sep-2018,"8,854.9607"
957,07-Sep-2018,"9,067.2904"
958,06-Sep-2018,"8,937.5052"
959,05-Sep-2018,"9,654.5379"
960,04-Sep-2018,"10,248.0228"
961,03-Sep-2018,"10,113.2483"
962,31-Aug-2018,"9,781.1119"
963,30-Aug-2018,"9,513.6057"
964,29-Aug-2018,"9,630.8081"
965,28-Aug-2018,"9,649.4618"
966,27-Aug-2018,"9,129.2862"
967,24-Aug-2018,"9,017.7490"
968,23-Aug-2018,"8,846.7669"
969,22-Aug-2018,"8,610.3974"
970,21-Aug-2018,"8,749.4643"
971,20-Aug-2018,"8,794.1834"
972,17-Aug-2018,"8,852.9725"
973,16-Aug-2018,"8,604.4059"
974,15-Aug-2018,"8,811.3090"
975,14-Aug-2018,"8,380.3616"
976,13-Aug-2018,"8,640.2063"
977,10-Aug-2018,"8,474.5995"
978,09-Aug-2018,"8,840.3499"
979,08-Aug-2018,"8,496.0447"
980,07-Aug-2018,"9,261.9510"
981,06-Aug-2018,"9,366.5403"
982,03-Aug-2018,"9,978.5029"
983,02-Aug-2018,"10,243.0454"
984,01-Aug-2018,"10,101.4315"
985,31-Jul-2018,"10,354.1919"
986,30-Jul-2018,"11,000.2429"
987,27-Jul-2018,"11,106.1462"
988,26-Jul-2018,"11,029.8279"
989,25-Jul-2018,"10,969.5722"
990,24-Jul-2018,"11,072.6085"
991,23-Jul-2018,"10,429.1170"
992,20-Jul-2018,"9,896.9566"
993,19-Jul-2018,"10,076.6712"
994,18-Jul-2018,"9,916.4369"
995,17-Jul-2018,"9,897.2004"
996,16-Jul-2018,"8,967.5199"
997,13-Jul-2018,"8,327.0572"
998,12-Jul-2018,"8,325.5026"
999,11-Jul-2018,"8,621.9357"
1000,10-Jul-2018,"8,557.9893"
1001,09-Jul-2018,"8,959.9357"
1002,06-Jul-2018,"8,829.9086"
1003,05-Jul-2018,"8,806.1722"
1004,04-Jul-2018,"9,051.0088"
1005,03-Jul-2018,"8,957.0597"
1006,02-Jul-2018,"9,012.8132"
1007,29-Jun-2018,"7,952.2884"
1008,28-Jun-2018,"8,212.5323"
1009,27-Jun-2018,"8,336.9654"
1010,26-Jun-2018,"8,359.7025"
1011,25-Jun-2018,"8,430.5327"
1012,22-Jun-2018,"8,150.8598"
1013,21-Jun-2018,"9,106.2568"
1014,20-Jun-2018,"9,156.3034"
1015,19-Jun-2018,"9,061.8738"
1016,18-Jun-2018,"9,056.0194"
1017,15-Jun-2018,"8,722.6907"
1018,14-Jun-2018,"8,897.5411"
1019,13-Jun-2018,"8,256.9846"
1020,12-Jun-2018,"8,630.2666"
1021,11-Jun-2018,"8,875.7815"
1022,08-Jun-2018,"10,050.1513"
1023,07-Jun-2018,"10,037.7868"
1024,06-Jun-2018,"9,937.4022"
1025,05-Jun-2018,"10,009.7507"
1026,04-Jun-2018,"9,835.6825"
1027,01-Jun-2018,"9,819.5509"
1028,31-May-2018,"9,958.0978"
1029,30-May-2018,"9,678.1266"
1030,29-May-2018,"9,987.6499"
1031,28-May-2018,"9,566.0440"
1032,25-May-2018,"9,865.3510"
1033,24-May-2018,"9,963.0509"
1034,23-May-2018,"10,040.9866"
1035,22-May-2018,"10,692.2397"
1036,21-May-2018,"11,083.0146"
1037,18-May-2018,"10,943.6801"
1038,17-May-2018,"10,912.4418"
1039,16-May-2018,"11,030.6424"
1040,15-May-2018,"11,390.4724"
1041,14-May-2018,"11,704.6499"
1042,11-May-2018,"11,162.9905"
1043,10-May-2018,"12,065.0252"
1044,09-May-2018,"12,383.9293"
1045,08-May-2018,"12,282.2252"
1046,07-May-2018,"12,541.5470"
1047,04-May-2018,"12,818.0782"
1048,03-May-2018,"12,815.0650"
1049,02-May-2018,"12,246.3981"
1050,01-May-2018,"12,035.1575"
1051,30-Apr-2018,"12,294.1215"
1052,27-Apr-2018,"11,829.1046"
1053,26-Apr-2018,"12,073.6765"
1054,25-Apr-2018,"11,972.7826"
1055,24-Apr-2018,"12,422.5378"
1056,23-Apr-2018,"11,751.2163"
1057,20-Apr-2018,"11,100.5994"
1058,19-Apr-2018,"10,649.3082"
1059,18-Apr-2018,"10,511.6234"
1060,17-Apr-2018,"10,188.6343"
1061,16-Apr-2018,"10,262.4004"
1062,13-Apr-2018,"10,165.4569"
1063,12-Apr-2018,"9,972.9078"
1064,11-Apr-2018,"8,889.9948"
1065,10-Apr-2018,"8,810.8978"
1066,09-Apr-2018,"8,642.5510"
1067,06-Apr-2018,"8,593.5807"
1068,05-Apr-2018,"8,785.3240"
1069,04-Apr-2018,"8,845.6206"
1070,03-Apr-2018,"9,623.1460"
1071,02-Apr-2018,"9,047.1762"
1072,30-Mar-2018,"8,911.5104"
1073,29-Mar-2018,"9,244.7917"
1074,28-Mar-2018,"10,308.2072"
1075,27-Mar-2018,"10,408.8009"
1076,26-Mar-2018,"10,176.7514"
1077,23-Mar-2018,"11,193.2069"
1078,22-Mar-2018,"11,174.7888"
1079,21-Mar-2018,"11,453.3934"
1080,20-Mar-2018,"11,601.5747"
1081,19-Mar-2018,"10,913.3307"
1082,16-Mar-2018,"11,044.8691"
1083,15-Mar-2018,"10,578.2921"
1084,14-Mar-2018,"10,535.6690"
1085,13-Mar-2018,"11,524.2050"
1086,12-Mar-2018,"11,449.3459"
1087,09-Mar-2018,"11,437.3870"
1088,08-Mar-2018,"11,956.6205"
1089,07-Mar-2018,"12,703.1689"
1090,06-Mar-2018,"13,782.0922"
1091,05-Mar-2018,"14,881.5888"
1092,02-Mar-2018,"14,198.9827"
1093,01-Mar-2018,"14,088.5666"
1094,28-Feb-2018,"13,568.2597"
1095,27-Feb-2018,"13,792.8113"
1096,26-Feb-2018,"13,207.5846"
1097,23-Feb-2018,"12,642.5895"
1098,22-Feb-2018,"12,660.5914"
1099,21-Feb-2018,"13,199.9616"
1100,20-Feb-2018,"14,836.4443"
1101,19-Feb-2018,"13,980.3134"
1102,16-Feb-2018,"12,738.2565"
1103,15-Feb-2018,"12,416.0418"
1104,14-Feb-2018,"11,715.3254"
1105,13-Feb-2018,"10,868.1679"
1106,12-Feb-2018,"11,221.5439"
1107,09-Feb-2018,"10,925.1759"
1108,08-Feb-2018,"10,488.0093"
1109,07-Feb-2018,"10,328.5185"
1110,06-Feb-2018,"9,862.1775"
1111,05-Feb-2018,"9,001.1423"
1112,02-Feb-2018,"10,803.5457"
1113,01-Feb-2018,"11,305.9701"
1114,31-Jan-2018,"12,365.7026"
1115,30-Jan-2018,"12,471.5487"
1116,29-Jan-2018,"13,832.2959"
1117,26-Jan-2018,"13,455.7555"
1118,25-Jan-2018,"14,013.3707"
1119,24-Jan-2018,"13,934.3091"
1120,23-Jan-2018,"13,723.8345"
1121,22-Jan-2018,"12,908.4560"
1122,19-Jan-2018,"14,196.3852"
1123,18-Jan-2018,"14,502.6243"
1124,17-Jan-2018,"14,245.4021"
1125,16-Jan-2018,"13,505.7774"
1126,15-Jan-2018,"17,496.6487"
1127,12-Jan-2018,"17,392.8978"
1128,11-Jan-2018,"17,060.4410"
1129,10-Jan-2018,"18,474.4518"
1130,09-Jan-2018,"18,545.6672"
1131,08-Jan-2018,"19,049.1839"
1132,05-Jan-2018,"21,233.1554"
1133,04-Jan-2018,"18,936.2238"
1134,03-Jan-2018,"19,176.8760"
1135,02-Jan-2018,"18,857.9492"
1136,01-Jan-2018,"17,293.1344"
1137,29-Dec-2017,"18,294.9763"
1138,28-Dec-2017,"17,835.6200"
1139,27-Dec-2017,"19,437.6882"
1140,26-Dec-2017,"20,521.4387"
1141,25-Dec-2017,"17,845.2649"
1142,22-Dec-2017,"18,379.1397"
1143,21-Dec-2017,"20,398.6371"
1144,20-Dec-2017,"21,191.9666"
1145,19-Dec-2017,"22,264.1534"
1146,18-Dec-2017,"24,380.3809"
1147,15-Dec-2017,"22,742.8982"
1148,14-Dec-2017,"21,244.9589"
1149,13-Dec-2017,"21,576.3943"
1150,12-Dec-2017,"22,519.8545"
1151,11-Dec-2017,"22,522.2267"
1152,08-Dec-2017,"20,765.9784"
1153,07-Dec-2017,"20,831.9313"
1154,06-Dec-2017,"17,441.8297"
1155,05-Dec-2017,"15,444.6051"
1156,04-Dec-2017,"15,074.4308"
1157,01-Dec-2017,"14,324.5598"
1158,30-Nov-2017,"12,817.1247"
1159,29-Nov-2017,"13,474.1450"
1160,28-Nov-2017,"13,080.5581"
1161,27-Nov-2017,"12,657.8117"
1162,24-Nov-2017,"10,815.7280"
1163,23-Nov-2017,"10,695.0570"
1164,22-Nov-2017,"10,773.0088"
1165,21-Nov-2017,"10,723.2221"
1166,20-Nov-2017,"10,922.2884"
1167,17-Nov-2017,"10,194.5024"
1168,16-Nov-2017,"10,392.7254"
1169,15-Nov-2017,"9,616.6645"
1170,14-Nov-2017,"8,645.5331"
1171,13-Nov-2017,"8,494.6747"
1172,10-Nov-2017,"8,612.8148"
1173,09-Nov-2017,"9,269.5873"
1174,08-Nov-2017,"9,450.0000"
1175,07-Nov-2017,"9,232.9541"
1176,06-Nov-2017,"9,266.9310"
1177,03-Nov-2017,"9,444.6027"
1178,02-Nov-2017,"9,122.8516"
1179,01-Nov-2017,"8,544.9655"
1180,31-Oct-2017,"8,307.2464"
1181,30-Oct-2017,"7,928.8594"
1182,27-Oct-2017,"7,476.7999"
1183,26-Oct-2017,"7,632.3545"
1184,25-Oct-2017,"7,365.1395"
1185,24-Oct-2017,"7,191.5392"
1186,23-Oct-2017,"7,565.4713"
1187,20-Oct-2017,"7,615.9079"
1188,19-Oct-2017,"7,228.4862"
1189,18-Oct-2017,"7,018.4760"
1190,17-Oct-2017,"7,092.3675"
1191,16-Oct-2017,"7,227.4707"
1192,13-Oct-2017,"7,102.2814"
1193,12-Oct-2017,"6,774.1692"
1194,11-Oct-2017,"6,193.3496"
1195,10-Oct-2017,"6,248.6632"
1196,09-Oct-2017,"6,226.0124"
1197,06-Oct-2017,"5,571.3201"
1198,05-Oct-2017,"5,579.2484"
1199,04-Oct-2017,"5,334.9186"
1200,03-Oct-2017,"5,465.3777"
1201,02-Oct-2017,"5,601.6990"
1202,29-Sep-2017,"5,330.4020"
1203,28-Sep-2017,"5,301.9852"
1204,27-Sep-2017,"5,287.2246"
1205,26-Sep-2017,"4,952.3200"
1206,25-Sep-2017,"4,945.7866"
1207,22-Sep-2017,"4,532.8980"
1208,21-Sep-2017,"4,598.0343"
1209,20-Sep-2017,"4,923.9512"
1210,19-Sep-2017,"4,867.0578"
1211,18-Sep-2017,"5,031.3991"
1212,15-Sep-2017,"4,635.8491"
1213,14-Sep-2017,"4,228.0879"
1214,13-Sep-2017,"4,873.5287"
1215,12-Sep-2017,"5,205.7987"
1216,11-Sep-2017,"5,208.3811"
1217,08-Sep-2017,"5,243.9330"
1218,07-Sep-2017,"5,673.1519"
1219,06-Sep-2017,"5,686.7892"
1220,05-Sep-2017,"5,522.2333"
1221,04-Sep-2017,"5,370.0768"
1222,01-Sep-2017,"6,108.4954"
1223,31-Aug-2017,"5,955.6241"
1224,30-Aug-2017,"5,775.1803"
1225,29-Aug-2017,"5,775.0755"
1226,28-Aug-2017,"5,440.2310"
1227,25-Aug-2017,"5,445.1772"
1228,24-Aug-2017,"5,344.3193"
1229,23-Aug-2017,"5,207.4870"
1230,22-Aug-2017,"5,142.1478"
1231,21-Aug-2017,"5,026.8790"
1232,18-Aug-2017,"5,047.4036"
1233,17-Aug-2017,"5,468.3697"
1234,16-Aug-2017,"5,474.9968"
1235,15-Aug-2017,"5,201.2652"
1236,14-Aug-2017,"5,417.4456"
1237,11-Aug-2017,"4,512.1565"
1238,10-Aug-2017,"4,339.0300"
1239,09-Aug-2017,"4,256.0259"
1240,08-Aug-2017,"4,348.3194"
1241,07-Aug-2017,"4,225.0663"
1242,04-Aug-2017,"3,577.1908"
1243,03-Aug-2017,"3,496.8679"
1244,02-Aug-2017,"3,367.4235"
1245,01-Aug-2017,"3,426.6123"
1246,31-Jul-2017,"3,603.6857"
1247,28-Jul-2017,"3,442.7892"
1248,27-Jul-2017,"3,238.9663"
1249,26-Jul-2017,"3,121.8809"
1250,25-Jul-2017,"3,126.0108"
1251,24-Jul-2017,"3,479.4600"
1252,21-Jul-2017,"3,327.1970"
1253,20-Jul-2017,"3,431.3230"
1254,19-Jul-2017,"2,835.8220"
1255,18-Jul-2017,"2,969.5592"
1256,17-Jul-2017,"2,775.7145"
1257,14-Jul-2017,"2,745.7493"
1258,13-Jul-2017,"3,023.0282"
1259,12-Jul-2017,"3,093.9070"
1260,11-Jul-2017,"3,050.5237"
1261,10-Jul-2017,"3,124.1425"
1262,07-Jul-2017,"3,309.2021"
1263,06-Jul-2017,"3,425.5569"
1264,05-Jul-2017,"3,423.3631"
1265,04-Jul-2017,"3,378.4437"
1266,03-Jul-2017,"3,332.4589"
1267,30-Jun-2017,"3,272.6706"
1268,29-Jun-2017,"3,328.1291"
1269,28-Jun-2017,"3,376.3020"
1270,27-Jun-2017,"3,249.1825"
1271,26-Jun-2017,"3,123.3658"
1272,23-Jun-2017,"3,593.0939"
1273,22-Jun-2017,"3,561.4610"
1274,21-Jun-2017,"3,545.2958"
1275,20-Jun-2017,"3,651.0156"
1276,19-Jun-2017,"3,391.5560"
1277,16-Jun-2017,"3,268.5377"
1278,15-Jun-2017,"3,097.3754"
1279,14-Jun-2017,"3,344.0184"
1280,13-Jun-2017,"3,567.0557"
1281,12-Jun-2017,"3,465.2572"
1282,09-Jun-2017,"3,750.7764"
1283,08-Jun-2017,"3,640.0530"
1284,07-Jun-2017,"3,618.4827"
1285,06-Jun-2017,"3,822.4071"
1286,05-Jun-2017,"3,544.3866"
1287,02-Jun-2017,"3,271.4267"
1288,01-Jun-2017,"3,261.0222"
1289,31-May-2017,"3,083.1001"
1290,30-May-2017,"3,048.8951"
1291,29-May-2017,"3,115.1242"
1292,26-May-2017,"3,067.4812"
1293,25-May-2017,"3,226.7900"
1294,24-May-2017,"3,264.9394"
1295,23-May-2017,"2,969.2369"
1296,22-May-2017,"2,842.2460"
1297,19-May-2017,"2,593.1270"
1298,18-May-2017,"2,517.9895"
1299,17-May-2017,"2,399.6234"
1300,16-May-2017,"2,323.7646"
1301,15-May-2017,"2,290.0728"
1302,12-May-2017,"2,288.9536"
1303,11-May-2017,"2,445.2858"
1304,10-May-2017,"2,390.8462"
1305,09-May-2017,"2,314.2254"
1306,08-May-2017,"2,194.7753"
1307,05-May-2017,"2,036.3636"
1308,04-May-2017,"1,997.0850"
1309,03-May-2017,"2,033.9709"
1310,02-May-2017,"1,896.5769"
1311,01-May-2017,"1,882.4123"
1312,28-Apr-2017,"1,741.9191"
1313,27-Apr-2017,"1,794.3232"
1314,26-Apr-2017,"1,722.1984"
1315,25-Apr-2017,"1,690.4061"
1316,24-Apr-2017,"1,652.4488"
1317,21-Apr-2017,"1,646.0764"
1318,20-Apr-2017,"1,643.1057"
1319,19-Apr-2017,"1,603.0796"
1320,18-Apr-2017,"1,583.6265"
1321,17-Apr-2017,"1,563.4712"
1322,14-Apr-2017,"1,537.8528"
1323,13-Apr-2017,"1,543.6724"
1324,12-Apr-2017,"1,614.4908"
1325,11-Apr-2017,"1,624.8933"
1326,10-Apr-2017,"1,601.3857"
1327,07-Apr-2017,"1,591.1780"
1328,06-Apr-2017,"1,580.7606"
1329,05-Apr-2017,"1,490.2165"
1330,04-Apr-2017,"1,501.6783"
1331,03-Apr-2017,"1,506.0972"
1332,31-Mar-2017,"1,397.3784"
1333,30-Mar-2017,"1,346.7417"
1334,29-Mar-2017,"1,351.0622"
1335,28-Mar-2017,"1,345.2783"
1336,27-Mar-2017,"1,342.5928"
1337,24-Mar-2017,"1,259.3861"
1338,23-Mar-2017,"1,362.0396"
1339,22-Mar-2017,"1,311.0402"
1340,21-Mar-2017,"1,419.7218"
1341,20-Mar-2017,"1,327.1375"
1342,17-Mar-2017,"1,439.8262"
1343,16-Mar-2017,"1,504.6887"
1344,15-Mar-2017,"1,622.3807"
1345,14-Mar-2017,"1,653.4453"
1346,13-Mar-2017,"1,642.5007"
1347,10-Mar-2017,"1,463.6797"
1348,09-Mar-2017,"1,592.6469"
1349,08-Mar-2017,"1,541.9633"
1350,07-Mar-2017,"1,640.4110"
1351,06-Mar-2017,"1,682.9333"
1352,03-Mar-2017,"1,682.2693"
1353,02-Mar-2017,"1,655.6715"
1354,01-Mar-2017,"1,592.9278"
1355,28-Feb-2017,"1,561.7705"
1356,27-Feb-2017,"1,554.6118"
1357,24-Feb-2017,"1,531.2931"
1358,23-Feb-2017,"1,504.4312"
1359,22-Feb-2017,"1,465.7710"
1360,21-Feb-2017,"1,452.3903"
1361,20-Feb-2017,"1,377.6131"
1362,17-Feb-2017,"1,378.9419"
1363,16-Feb-2017,"1,343.5105"
1364,15-Feb-2017,"1,313.2002"
1365,14-Feb-2017,"1,317.0057"
1366,13-Feb-2017,"1,307.7215"
1367,10-Feb-2017,"1,302.2778"
1368,09-Feb-2017,"1,272.7642"
1369,08-Feb-2017,"1,383.9503"
1370,07-Feb-2017,"1,378.1799"
1371,06-Feb-2017,"1,337.7708"
1372,03-Feb-2017,"1,316.5409"
1373,02-Feb-2017,"1,318.8120"
1374,01-Feb-2017,"1,286.0306"
1375,31-Jan-2017,"1,261.7108"
1376,30-Jan-2017,"1,217.9786"
1377,27-Jan-2017,"1,217.3482"
1378,26-Jan-2017,"1,211.6507"
1379,25-Jan-2017,"1,178.7591"
1380,24-Jan-2017,"1,182.7818"
1381,23-Jan-2017,"1,213.4309"
