Exchange Date,USD,EUR,GBP,JPY
04-May-2017,0.7407,0.6744,0.5732,83.3
03-May-2017,0.7421,0.6816,0.5767,83.67
02-May-2017,0.7535,0.6893,0.5823,84.39
01-May-2017,0.7523,0.6903,0.5838,84.15
28-Apr-2017,0.7484,0.6867,0.5777,83.45
27-Apr-2017,0.7461,0.686,0.578,83.03
26-Apr-2017,0.7472,0.6852,0.5816,82.97
25-Apr-2017,0.7535,0.6896,0.5867,83.68
24-Apr-2017,0.7566,0.6962,0.5913,83.06
21-Apr-2017,0.7542,0.7029,0.5886,82.21
20-Apr-2017,0.7526,0.7022,0.5872,82.26
19-Apr-2017,0.7494,0.6995,0.5863,81.59
18-Apr-2017,0.756,0.7044,0.5888,81.98
17-Apr-2017,0.7586,0.7125,0.6036,82.63
14-Apr-2017,0.7572,0.7134,0.6045,82.28
13-Apr-2017,0.7567,0.7129,0.6051,82.55
12-Apr-2017,0.752,0.7049,0.5996,81.97
11-Apr-2017,0.7496,0.7072,0.6002,82.16
10-Apr-2017,0.75,0.7073,0.6038,83.2
07-Apr-2017,0.7495,0.7076,0.6057,83.31
06-Apr-2017,0.7545,0.7087,0.6049,83.58
05-Apr-2017,0.7566,0.7095,0.606,83.77
04-Apr-2017,0.7563,0.7085,0.6079,83.75
03-Apr-2017,0.7601,0.7123,0.6086,84.32
31-Mar-2017,0.7628,0.7159,0.6075,84.97
30-Mar-2017,0.764,0.7156,0.6126,85.52
29-Mar-2017,0.7667,0.712,0.6165,85.13
28-Mar-2017,0.7633,0.7058,0.613,84.87
27-Mar-2017,0.7615,0.7008,0.6062,84.27
24-Mar-2017,0.7622,0.7055,0.611,84.86
23-Mar-2017,0.7626,0.7072,0.609,84.61
22-Mar-2017,0.7676,0.7107,0.6146,85.34
21-Mar-2017,0.7688,0.7111,0.6161,85.9
20-Mar-2017,0.7729,0.7196,0.6253,86.99
17-Mar-2017,0.7698,0.7165,0.6208,86.8
16-Mar-2017,0.7677,0.7129,0.621,86.97
15-Mar-2017,0.7707,0.7178,0.6269,87.37
14-Mar-2017,0.7558,0.7126,0.6218,86.7
13-Mar-2017,0.7567,0.7102,0.6192,86.97
10-Mar-2017,0.754,0.7063,0.6194,86.58
09-Mar-2017,0.7504,0.7093,0.6168,86.27
08-Mar-2017,0.7526,0.7138,0.6183,86.07
07-Mar-2017,0.7584,0.7176,0.6216,86.44
06-Mar-2017,0.7576,0.7157,0.6191,86.31
03-Mar-2017,0.7594,0.7147,0.6174,86.47
02-Mar-2017,0.7571,0.7206,0.6171,86.6
01-Mar-2017,0.7674,0.7277,0.6243,87.29
28-Feb-2017,0.7657,0.7238,0.6184,86.33
27-Feb-2017,0.7671,0.7244,0.6164,86.44
24-Feb-2017,0.7669,0.7258,0.615,86.04
23-Feb-2017,0.7713,0.7287,0.6142,86.87
22-Feb-2017,0.7702,0.7296,0.6185,87.27
21-Feb-2017,0.7674,0.7283,0.6153,87.24
20-Feb-2017,0.7686,0.7239,0.6168,86.92
17-Feb-2017,0.7669,0.7223,0.6176,86.59
16-Feb-2017,0.7694,0.7203,0.6157,87.09
15-Feb-2017,0.7708,0.7269,0.6186,88.01
14-Feb-2017,0.766,0.7241,0.6142,87.55
13-Feb-2017,0.7638,0.7205,0.6098,86.88
10-Feb-2017,0.7669,0.7205,0.6138,87.0
09-Feb-2017,0.7622,0.7154,0.6098,86.32
08-Feb-2017,0.7645,0.7143,0.6095,85.56
07-Feb-2017,0.7624,0.7135,0.6094,85.72
06-Feb-2017,0.7657,0.7122,0.614,85.55
03-Feb-2017,0.7683,0.7122,0.6151,86.59
02-Feb-2017,0.7655,0.7115,0.6106,86.35
01-Feb-2017,0.7582,0.704,0.599,85.84
31-Jan-2017,0.7583,0.7021,0.6027,85.51
30-Jan-2017,0.7552,0.706,0.6046,85.91
27-Jan-2017,0.7546,0.705,0.6006,86.9
26-Jan-2017,0.7535,0.705,0.5979,86.25
25-Jan-2017,0.757,0.7041,0.5989,85.75
24-Jan-2017,0.7578,0.7062,0.6053,86.2
23-Jan-2017,0.7579,0.7038,0.6044,85.41
20-Jan-2017,0.7553,0.7054,0.6103,86.45
19-Jan-2017,0.7558,0.7087,0.6123,86.8
18-Jan-2017,0.7505,0.7059,0.612,86.01
17-Jan-2017,0.7566,0.7061,0.6095,85.19
16-Jan-2017,0.7475,0.7048,0.6201,85.34
13-Jan-2017,0.7499,0.7043,0.6156,85.94
12-Jan-2017,0.7482,0.7045,0.615,85.81
11-Jan-2017,0.744,0.703,0.6092,85.85
10-Jan-2017,0.7367,0.698,0.6051,85.31
09-Jan-2017,0.7352,0.6951,0.6043,85.29
06-Jan-2017,0.7291,0.692,0.5931,85.44
05-Jan-2017,0.7336,0.6912,0.5905,84.57
04-Jan-2017,0.7283,0.6939,0.5906,85.32
03-Jan-2017,0.7224,0.6941,0.5901,84.95
02-Jan-2017,0.7181,0.6864,0.585,84.39
30-Dec-2016,0.7215,0.6859,0.5846,84.32
29-Dec-2016,0.7214,0.6875,0.588,84.1
28-Dec-2016,0.7176,0.6893,0.5871,84.1
27-Dec-2016,0.718,0.6869,0.5854,84.35
26-Dec-2016,0.7184,0.6869,0.5843,84.14
23-Dec-2016,0.718,0.6865,0.584,84.21
22-Dec-2016,0.7214,0.6912,0.5872,84.78
21-Dec-2016,0.7235,0.6939,0.5855,85.08
20-Dec-2016,0.7259,0.6985,0.5871,85.53
19-Dec-2016,0.7245,0.6964,0.5842,84.81
16-Dec-2016,0.7304,0.6986,0.584,86.03
15-Dec-2016,0.7355,0.7061,0.592,86.93
14-Dec-2016,0.7402,0.7024,0.589,86.67
13-Dec-2016,0.7498,0.7054,0.5923,86.38
12-Dec-2016,0.7496,0.7049,0.5914,86.22
09-Dec-2016,0.7451,0.7053,0.5923,85.86
08-Dec-2016,0.7459,0.7026,0.5925,85.09
07-Dec-2016,0.7479,0.6954,0.5923,85.05
06-Dec-2016,0.746,0.6958,0.5883,85.02
05-Dec-2016,0.7472,0.694,0.5867,85.03
02-Dec-2016,0.746,0.6988,0.5856,84.65
01-Dec-2016,0.7414,0.6951,0.5885,84.55
30-Nov-2016,0.7382,0.6971,0.5902,84.49
29-Nov-2016,0.7483,0.7026,0.599,84.09
28-Nov-2016,0.7479,0.7045,0.6023,83.72
25-Nov-2016,0.743,0.7016,0.5954,84.07
24-Nov-2016,0.7406,0.7015,0.5945,83.93
23-Nov-2016,0.7384,0.6991,0.5932,83.03
22-Nov-2016,0.7401,0.6963,0.5956,82.25
21-Nov-2016,0.7364,0.6926,0.5893,81.59
18-Nov-2016,0.7332,0.6923,0.5938,81.3
17-Nov-2016,0.7404,0.6967,0.5962,81.53
16-Nov-2016,0.7476,0.6995,0.601,81.53
15-Nov-2016,0.7556,0.7047,0.6064,82.45
14-Nov-2016,0.755,0.703,0.6043,81.84
11-Nov-2016,0.755,0.6951,0.599,80.53
10-Nov-2016,0.7611,0.6984,0.6062,81.35
09-Nov-2016,0.7633,0.6996,0.6152,80.63
08-Nov-2016,0.7761,0.7038,0.6267,81.57
07-Nov-2016,0.7725,0.6995,0.623,80.7
04-Nov-2016,0.767,0.6886,0.6126,79.09
03-Nov-2016,0.7678,0.6916,0.6164,79.08
02-Nov-2016,0.7658,0.69,0.6221,79.1
01-Nov-2016,0.7649,0.6917,0.6247,79.66
31-Oct-2016,0.7609,0.6928,0.6213,79.74
28-Oct-2016,0.7595,0.691,0.6231,79.59
27-Oct-2016,0.7588,0.6961,0.6238,79.87
26-Oct-2016,0.7649,0.701,0.6245,79.9
25-Oct-2016,0.7645,0.7021,0.6272,79.68
24-Oct-2016,0.7609,0.699,0.6215,79.28
21-Oct-2016,0.7602,0.6984,0.6211,78.88
20-Oct-2016,0.7624,0.6976,0.6223,79.22
19-Oct-2016,0.7721,0.7035,0.6282,79.84
18-Oct-2016,0.7662,0.6976,0.623,79.57
17-Oct-2016,0.7625,0.6931,0.6257,79.24
14-Oct-2016,0.7611,0.6936,0.6244,79.33
13-Oct-2016,0.7568,0.6842,0.6173,78.47
12-Oct-2016,0.756,0.6865,0.6192,78.77
11-Oct-2016,0.7535,0.6816,0.6213,78.03
10-Oct-2016,0.7606,0.6828,0.615,78.81
07-Oct-2016,0.7575,0.6762,0.6091,78.02
06-Oct-2016,0.7582,0.6798,0.601,78.84
05-Oct-2016,0.7622,0.6797,0.5976,78.87
04-Oct-2016,0.7619,0.6798,0.5985,78.39
03-Oct-2016,0.767,0.684,0.5971,77.97
30-Sep-2016,0.7654,0.6807,0.5898,77.53
29-Sep-2016,0.7633,0.68,0.5884,77.14
28-Sep-2016,0.769,0.6855,0.5906,77.42
27-Sep-2016,0.7666,0.6834,0.5886,76.97
26-Sep-2016,0.7636,0.6783,0.5883,76.58
23-Sep-2016,0.7618,0.6784,0.5871,76.97
22-Sep-2016,0.7642,0.6818,0.5843,76.98
21-Sep-2016,0.7623,0.6811,0.5851,76.46
20-Sep-2016,0.7556,0.6774,0.5816,76.84
19-Sep-2016,0.7533,0.674,0.5781,76.77
16-Sep-2016,0.7488,0.671,0.5756,76.6
15-Sep-2016,0.7514,0.6683,0.5676,76.69
14-Sep-2016,0.7466,0.6636,0.564,76.48
13-Sep-2016,0.7462,0.665,0.5656,76.53
12-Sep-2016,0.7563,0.6731,0.5668,77.03
09-Sep-2016,0.7538,0.6709,0.568,77.41
08-Sep-2016,0.764,0.6786,0.5747,78.32
07-Sep-2016,0.7672,0.6821,0.5748,77.99
06-Sep-2016,0.7686,0.6827,0.5718,78.38
05-Sep-2016,0.7578,0.6798,0.5694,78.37
02-Sep-2016,0.757,0.6784,0.5693,78.64
01-Sep-2016,0.7551,0.6742,0.5691,77.95
31-Aug-2016,0.7514,0.6732,0.5719,77.72
30-Aug-2016,0.7509,0.6738,0.574,77.29
29-Aug-2016,0.7567,0.6762,0.5775,77.1
26-Aug-2016,0.7563,0.6752,0.5757,76.93
25-Aug-2016,0.7615,0.6747,0.5772,76.57
24-Aug-2016,0.7612,0.6757,0.5751,76.45
23-Aug-2016,0.7615,0.6732,0.5767,76.31
22-Aug-2016,0.7617,0.6728,0.5796,76.49
19-Aug-2016,0.7624,0.6731,0.583,76.38
18-Aug-2016,0.7685,0.6767,0.5835,76.75
17-Aug-2016,0.7654,0.6779,0.5867,76.69
16-Aug-2016,0.7694,0.682,0.5897,77.17
15-Aug-2016,0.7672,0.6859,0.5956,77.65
12-Aug-2016,0.7646,0.6849,0.5914,77.44
11-Aug-2016,0.7695,0.6908,0.5939,78.47
10-Aug-2016,0.7702,0.689,0.5919,77.97
09-Aug-2016,0.7671,0.6897,0.5899,78.17
08-Aug-2016,0.765,0.6895,0.5866,78.36
05-Aug-2016,0.7619,0.6873,0.5826,77.55
04-Aug-2016,0.7627,0.6849,0.5815,77.18
03-Aug-2016,0.7588,0.6805,0.5692,76.8
02-Aug-2016,0.7609,0.6776,0.5695,76.91
01-Aug-2016,0.7534,0.6747,0.5715,77.16
29-Jul-2016,0.7595,0.6796,0.5742,77.56
28-Jul-2016,0.75,0.6771,0.5696,78.95
27-Jul-2016,0.749,0.6771,0.5665,78.93
26-Jul-2016,0.75,0.6825,0.571,78.48
25-Jul-2016,0.7466,0.6789,0.5681,79.02
22-Jul-2016,0.7461,0.6796,0.569,79.14
21-Jul-2016,0.7495,0.6797,0.5663,79.27
20-Jul-2016,0.7477,0.6787,0.5659,79.86
19-Jul-2016,0.7501,0.6805,0.5721,79.62
18-Jul-2016,0.759,0.6852,0.5725,80.57
15-Jul-2016,0.7577,0.6864,0.5743,79.14
14-Jul-2016,0.7628,0.6858,0.5715,80.37
13-Jul-2016,0.7605,0.6856,0.5784,79.49
12-Jul-2016,0.7621,0.6889,0.5754,78.82
11-Jul-2016,0.7529,0.6807,0.5794,77.4
08-Jul-2016,0.7567,0.6844,0.584,76.07
07-Jul-2016,0.7477,0.6756,0.5791,75.37
06-Jul-2016,0.7515,0.677,0.5811,76.16
05-Jul-2016,0.7458,0.6733,0.5726,75.9
04-Jul-2016,0.7534,0.6752,0.5667,77.28
01-Jul-2016,0.7493,0.6732,0.5653,76.84
30-Jun-2016,0.745,0.6705,0.5594,76.85
29-Jun-2016,0.7448,0.6694,0.5547,76.58
28-Jun-2016,0.7387,0.6674,0.5536,75.89
27-Jun-2016,0.7322,0.6644,0.5537,74.73
24-Jun-2016,0.7458,0.6707,0.5451,76.07
23-Jun-2016,0.7608,0.6678,0.5113,80.67
22-Jun-2016,0.75,0.6638,0.5098,78.3
21-Jun-2016,0.7444,0.6621,0.5082,78.04
20-Jun-2016,0.7457,0.6589,0.5071,77.47
17-Jun-2016,0.7396,0.6557,0.5151,76.98
16-Jun-2016,0.7359,0.6554,0.5181,76.73
15-Jun-2016,0.7404,0.6577,0.5213,78.51
14-Jun-2016,0.7356,0.6562,0.521,78.04
13-Jun-2016,0.7385,0.6539,0.5174,78.48
10-Jun-2016,0.7371,0.655,0.5169,78.85
09-Jun-2016,0.7427,0.6564,0.5138,79.57
08-Jun-2016,0.7468,0.6553,0.5149,79.92
07-Jun-2016,0.7457,0.6564,0.5126,80.06
06-Jun-2016,0.7366,0.6485,0.5099,79.24
03-Jun-2016,0.7364,0.6477,0.5071,78.45
02-Jun-2016,0.7229,0.6481,0.5011,78.69
01-Jun-2016,0.7258,0.6481,0.5031,79.47
31-May-2016,0.7229,0.6492,0.4993,80.06
30-May-2016,0.7179,0.6439,0.4904,79.78
27-May-2016,0.7179,0.6458,0.4907,79.19
26-May-2016,0.7225,0.6453,0.4924,79.29
25-May-2016,0.7198,0.6452,0.4897,79.31
24-May-2016,0.7182,0.6446,0.4905,79.0
23-May-2016,0.722,0.6434,0.4984,78.87
20-May-2016,0.7219,0.6431,0.4978,79.51
19-May-2016,0.7225,0.6449,0.4943,79.47
18-May-2016,0.7228,0.6443,0.495,79.65
17-May-2016,0.7322,0.647,0.5062,79.93
16-May-2016,0.7287,0.6436,0.5058,79.44
13-May-2016,0.7263,0.6422,0.5057,78.93
12-May-2016,0.7325,0.6437,0.5067,79.81
11-May-2016,0.7375,0.6453,0.5103,79.94
10-May-2016,0.7362,0.6472,0.5096,80.43
09-May-2016,0.7314,0.6424,0.5076,79.22
06-May-2016,0.7364,0.6455,0.5102,78.86
05-May-2016,0.7464,0.6544,0.5151,80.06
04-May-2016,0.7456,0.649,0.5145,79.72
03-May-2016,0.7483,0.6508,0.5148,79.73
02-May-2016,0.7665,0.6644,0.5223,81.57
29-Apr-2016,0.7602,0.6635,0.5201,80.87
28-Apr-2016,0.7625,0.6715,0.5218,82.39
27-Apr-2016,0.7583,0.6696,0.5212,84.59
26-Apr-2016,0.7747,0.6856,0.5312,86.19
25-Apr-2016,0.7714,0.6845,0.5326,85.75
22-Apr-2016,0.7703,0.6855,0.5348,86.18
21-Apr-2016,0.7737,0.6853,0.5401,84.67
20-Apr-2016,0.7793,0.6897,0.5436,85.57
19-Apr-2016,0.7811,0.6877,0.5427,85.31
18-Apr-2016,0.7749,0.6848,0.5428,84.3
15-Apr-2016,0.7719,0.6839,0.5437,83.98
14-Apr-2016,0.7695,0.6828,0.5436,84.17
13-Apr-2016,0.7652,0.6786,0.5387,83.63
12-Apr-2016,0.7683,0.6746,0.5381,83.38
11-Apr-2016,0.7594,0.6655,0.5332,81.96
08-Apr-2016,0.755,0.6624,0.5346,81.58
07-Apr-2016,0.7501,0.6592,0.5335,81.19
06-Apr-2016,0.7598,0.6663,0.5379,83.39
05-Apr-2016,0.7543,0.6627,0.5327,83.21
04-Apr-2016,0.7602,0.6672,0.533,84.62
01-Apr-2016,0.7668,0.6733,0.5387,85.67
31-Mar-2016,0.7654,0.6725,0.5328,86.2
30-Mar-2016,0.767,0.6763,0.5333,86.21
29-Mar-2016,0.7625,0.6752,0.5299,86.0
28-Mar-2016,0.7543,0.6736,0.5291,85.6
25-Mar-2016,0.7505,0.6719,0.5306,84.78
24-Mar-2016,0.7527,0.6736,0.5318,84.93
23-Mar-2016,0.7528,0.673,0.5332,84.58
22-Mar-2016,0.7621,0.6793,0.5363,85.61
21-Mar-2016,0.7576,0.674,0.5274,84.81
18-Mar-2016,0.7599,0.6741,0.5247,84.76
17-Mar-2016,0.7648,0.6756,0.5282,85.19
16-Mar-2016,0.7548,0.6722,0.5292,84.99
15-Mar-2016,0.7456,0.6711,0.5267,84.36
14-Mar-2016,0.7513,0.6765,0.5255,85.49
11-Mar-2016,0.7563,0.6778,0.5258,86.03
10-Mar-2016,0.7451,0.6663,0.5216,84.35
09-Mar-2016,0.7485,0.6799,0.5262,84.81
08-Mar-2016,0.7438,0.6754,0.5233,83.76
07-Mar-2016,0.7466,0.6777,0.5233,84.71
04-Mar-2016,0.744,0.6759,0.5228,84.58
03-Mar-2016,0.7349,0.6706,0.5183,83.57
02-Mar-2016,0.7293,0.6709,0.518,82.75
01-Mar-2016,0.7174,0.66,0.5142,81.74
29-Feb-2016,0.7138,0.6564,0.5129,80.43
26-Feb-2016,0.7128,0.6517,0.5138,81.22
25-Feb-2016,0.7231,0.6558,0.5178,81.67
24-Feb-2016,0.7196,0.6533,0.5167,80.69
23-Feb-2016,0.7202,0.6533,0.5136,80.72
22-Feb-2016,0.7222,0.6547,0.5103,81.56
19-Feb-2016,0.7148,0.6418,0.4961,80.5
18-Feb-2016,0.7156,0.644,0.499,81.02
17-Feb-2016,0.7182,0.6453,0.5023,81.93
16-Feb-2016,0.7108,0.6378,0.4969,81.07
15-Feb-2016,0.7137,0.6397,0.4944,81.75
12-Feb-2016,0.7097,0.6301,0.4891,80.43
11-Feb-2016,0.7108,0.6275,0.4909,79.88
10-Feb-2016,0.7095,0.6284,0.4885,80.36
09-Feb-2016,0.7069,0.6258,0.4883,81.39
08-Feb-2016,0.7083,0.6324,0.4908,82.05
05-Feb-2016,0.7062,0.6327,0.4869,82.72
04-Feb-2016,0.7199,0.6421,0.4933,84.06
03-Feb-2016,0.7167,0.6453,0.4906,84.46
02-Feb-2016,0.7038,0.6444,0.4883,84.39
01-Feb-2016,0.711,0.6529,0.4926,86.04
29-Jan-2016,0.7082,0.6534,0.497,85.67
28-Jan-2016,0.7084,0.6475,0.4931,84.12
27-Jan-2016,0.7025,0.6448,0.4935,83.33
26-Jan-2016,0.7002,0.6439,0.4878,82.9
25-Jan-2016,0.6954,0.6409,0.488,82.26
22-Jan-2016,0.7,0.6481,0.4906,83.19
21-Jan-2016,0.6996,0.6433,0.4919,82.33
20-Jan-2016,0.6906,0.634,0.4866,80.76
19-Jan-2016,0.6903,0.6326,0.4877,81.22
18-Jan-2016,0.6863,0.6299,0.4818,80.51
15-Jan-2016,0.6867,0.6288,0.4815,80.37
14-Jan-2016,0.6983,0.6426,0.4844,82.43
13-Jan-2016,0.6954,0.6391,0.4826,81.82
12-Jan-2016,0.6983,0.6431,0.4833,82.15
11-Jan-2016,0.6993,0.6438,0.4808,82.32
08-Jan-2016,0.6951,0.6357,0.4787,81.49
07-Jan-2016,0.7009,0.6409,0.4794,82.47
06-Jan-2016,0.7071,0.6557,0.4834,83.78
05-Jan-2016,0.7157,0.6658,0.4875,85.23
04-Jan-2016,0.7188,0.6637,0.4885,85.86
01-Jan-2016,0.7296,0.6717,0.4945,87.62
31-Dec-2015,0.7275,0.6698,0.4936,87.62
30-Dec-2015,0.7283,0.666,0.4914,87.81
29-Dec-2015,0.7294,0.6681,0.4924,87.85
28-Dec-2015,0.7246,0.6605,0.487,87.26
25-Dec-2015,0.7241,0.6594,0.4849,87.53
24-Dec-2015,0.7277,0.6634,0.4879,87.44
23-Dec-2015,0.723,0.6627,0.486,87.38
22-Dec-2015,0.7234,0.6603,0.4879,87.54
21-Dec-2015,0.7187,0.6583,0.4827,87.06
18-Dec-2015,0.7169,0.6595,0.4812,86.83
17-Dec-2015,0.7125,0.6581,0.4782,87.34
16-Dec-2015,0.7231,0.6625,0.4818,88.38
15-Dec-2015,0.7191,0.658,0.478,87.49
14-Dec-2015,0.7241,0.6589,0.4783,87.64
11-Dec-2015,0.7186,0.6537,0.4721,86.89
10-Dec-2015,0.7279,0.6653,0.4801,88.49
09-Dec-2015,0.7227,0.6555,0.476,87.8
08-Dec-2015,0.7214,0.6622,0.4806,88.7
07-Dec-2015,0.7265,0.6705,0.4826,89.64
04-Dec-2015,0.7339,0.674,0.4855,90.38
03-Dec-2015,0.7337,0.6708,0.4845,89.97
02-Dec-2015,0.7307,0.6881,0.4886,90.05
01-Dec-2015,0.7321,0.6886,0.4854,89.95
30-Nov-2015,0.7226,0.6839,0.4798,88.94
27-Nov-2015,0.7192,0.6787,0.4782,88.34
26-Nov-2015,0.7224,0.6802,0.478,88.58
25-Nov-2015,0.7249,0.6821,0.4791,88.96
24-Nov-2015,0.7253,0.6815,0.4806,88.86
23-Nov-2015,0.7193,0.6762,0.4755,88.32
20-Nov-2015,0.7238,0.6797,0.4764,88.9
19-Nov-2015,0.7192,0.67,0.4703,88.37
18-Nov-2015,0.711,0.6669,0.4666,87.9
17-Nov-2015,0.7109,0.6676,0.4672,87.76
16-Nov-2015,0.7094,0.6637,0.4667,87.4
13-Nov-2015,0.7129,0.6612,0.4679,87.39
12-Nov-2015,0.7125,0.6586,0.4678,87.34
11-Nov-2015,0.7058,0.6569,0.4638,86.71
10-Nov-2015,0.7029,0.6554,0.4649,86.58
09-Nov-2015,0.7043,0.6552,0.4659,86.75
06-Nov-2015,0.7046,0.6558,0.4681,86.62
05-Nov-2015,0.714,0.6559,0.4695,86.93
04-Nov-2015,0.7146,0.6575,0.4643,86.84
03-Nov-2015,0.7185,0.6551,0.4658,86.97
02-Nov-2015,0.7143,0.6482,0.4633,86.28
30-Oct-2015,0.7137,0.6485,0.4625,86.04
29-Oct-2015,0.7066,0.6443,0.4618,85.66
28-Oct-2015,0.7115,0.6515,0.4662,86.11
27-Oct-2015,0.7188,0.6506,0.4699,86.63
26-Oct-2015,0.7246,0.6553,0.472,87.73
23-Oct-2015,0.7212,0.6544,0.4709,87.64
22-Oct-2015,0.7204,0.6486,0.4679,86.97
21-Oct-2015,0.7208,0.6355,0.4674,86.43
20-Oct-2015,0.7258,0.6395,0.47,86.96
19-Oct-2015,0.7249,0.6401,0.4688,86.61
16-Oct-2015,0.7257,0.6396,0.4701,86.79
15-Oct-2015,0.7326,0.6435,0.4738,87.12
14-Oct-2015,0.7296,0.6359,0.4713,86.7
13-Oct-2015,0.7242,0.6361,0.4749,86.73
12-Oct-2015,0.7359,0.648,0.4795,88.34
09-Oct-2015,0.7331,0.6452,0.479,88.08
08-Oct-2015,0.7257,0.6434,0.4726,86.98
07-Oct-2015,0.7204,0.6412,0.4701,86.46
06-Oct-2015,0.7163,0.6353,0.4703,86.1
05-Oct-2015,0.7081,0.633,0.4675,85.3
02-Oct-2015,0.7046,0.6285,0.4641,84.51
01-Oct-2015,0.7026,0.6274,0.4643,84.24
30-Sep-2015,0.7017,0.6278,0.4637,84.08
29-Sep-2015,0.6982,0.6205,0.4607,83.59
28-Sep-2015,0.6989,0.6214,0.4606,83.8
25-Sep-2015,0.7019,0.627,0.4623,84.65
24-Sep-2015,0.7023,0.6253,0.4608,84.31
23-Sep-2015,0.6999,0.6256,0.459,84.22
22-Sep-2015,0.7088,0.6372,0.4612,85.14
21-Sep-2015,0.7129,0.6369,0.4596,85.93
18-Sep-2015,0.7187,0.6357,0.4627,86.15
17-Sep-2015,0.7169,0.6268,0.4597,86.05
16-Sep-2015,0.7195,0.6373,0.4644,86.74
15-Sep-2015,0.7141,0.6338,0.4654,85.94
14-Sep-2015,0.7135,0.6301,0.4625,85.78
11-Sep-2015,0.7087,0.625,0.4592,85.44
10-Sep-2015,0.7067,0.6266,0.4577,85.26
09-Sep-2015,0.7014,0.6259,0.4565,84.55
08-Sep-2015,0.7014,0.6263,0.4555,84.04
07-Sep-2015,0.6923,0.6199,0.4533,82.51
04-Sep-2015,0.6905,0.6194,0.4551,82.21
03-Sep-2015,0.7015,0.6305,0.4597,84.22
02-Sep-2015,0.7036,0.6266,0.4598,84.66
01-Sep-2015,0.7014,0.6197,0.4583,83.72
31-Aug-2015,0.711,0.6338,0.4634,86.21
28-Aug-2015,0.7171,0.6414,0.4658,87.09
27-Aug-2015,0.7164,0.637,0.4652,86.68
26-Aug-2015,0.712,0.6291,0.4605,85.38
25-Aug-2015,0.7126,0.6186,0.4541,84.68
24-Aug-2015,0.7153,0.6158,0.4537,84.69
21-Aug-2015,0.7319,0.6425,0.4662,89.23
20-Aug-2015,0.7336,0.6526,0.4676,90.53
19-Aug-2015,0.7345,0.6604,0.4684,90.9
18-Aug-2015,0.7338,0.6655,0.4683,91.28
17-Aug-2015,0.7366,0.6647,0.4725,91.67
14-Aug-2015,0.7369,0.6635,0.471,91.61
13-Aug-2015,0.7355,0.6596,0.4711,91.5
12-Aug-2015,0.7375,0.661,0.4722,91.63
11-Aug-2015,0.7302,0.6614,0.4689,91.32
10-Aug-2015,0.741,0.6724,0.4751,92.36
07-Aug-2015,0.7416,0.6759,0.4785,92.1
06-Aug-2015,0.7343,0.672,0.4733,91.6
05-Aug-2015,0.7353,0.6741,0.4712,91.84
04-Aug-2015,0.7378,0.6778,0.474,91.77
03-Aug-2015,0.7284,0.6651,0.4672,90.31
31-Jul-2015,0.7302,0.6645,0.4673,90.34
30-Jul-2015,0.729,0.6667,0.4672,90.49
29-Jul-2015,0.7291,0.6635,0.4672,90.34
28-Jul-2015,0.7334,0.6631,0.4697,90.64
27-Jul-2015,0.7268,0.655,0.4671,89.57
24-Jul-2015,0.728,0.6627,0.4692,90.12
23-Jul-2015,0.7352,0.6693,0.4738,91.09
22-Jul-2015,0.7373,0.6743,0.4722,91.39
21-Jul-2015,0.7417,0.6781,0.4767,91.9
20-Jul-2015,0.7367,0.6803,0.4732,91.59
17-Jul-2015,0.737,0.6806,0.4721,91.43
16-Jul-2015,0.74,0.6803,0.474,91.9
15-Jul-2015,0.7376,0.6736,0.4716,91.31
14-Jul-2015,0.7447,0.6761,0.4761,91.88
13-Jul-2015,0.7405,0.6729,0.478,91.37
10-Jul-2015,0.7436,0.6659,0.4789,91.26
09-Jul-2015,0.7442,0.674,0.4838,90.34
08-Jul-2015,0.7427,0.6703,0.4834,89.64
07-Jul-2015,0.7447,0.6764,0.4818,91.27
06-Jul-2015,0.7495,0.6778,0.4801,91.89
03-Jul-2015,0.7508,0.6755,0.4821,92.28
02-Jul-2015,0.7628,0.6881,0.4886,93.84
01-Jul-2015,0.7643,0.6914,0.4892,94.13
30-Jun-2015,0.7704,0.6916,0.4903,94.35
29-Jun-2015,0.7673,0.6828,0.4875,94.08
26-Jun-2015,0.7653,0.6853,0.4858,94.75
25-Jun-2015,0.7733,0.6901,0.491,95.6
24-Jun-2015,0.77,0.6871,0.4901,95.4
23-Jun-2015,0.7732,0.6921,0.4915,95.85
22-Jun-2015,0.7726,0.6812,0.4881,95.27
19-Jun-2015,0.7768,0.6842,0.489,95.27
18-Jun-2015,0.7796,0.6861,0.4908,95.83
17-Jun-2015,0.7744,0.683,0.4891,95.63
16-Jun-2015,0.7747,0.6887,0.495,95.58
15-Jun-2015,0.7761,0.6878,0.4974,95.81
12-Jun-2015,0.7723,0.6852,0.4963,95.34
11-Jun-2015,0.7753,0.6886,0.4995,95.66
10-Jun-2015,0.7758,0.6848,0.4995,95.22
09-Jun-2015,0.7687,0.6812,0.4995,95.58
08-Jun-2015,0.7699,0.6817,0.5015,95.82
05-Jun-2015,0.7627,0.6862,0.4994,95.75
04-Jun-2015,0.7687,0.6839,0.5002,95.54
03-Jun-2015,0.7784,0.6905,0.5074,96.69
02-Jun-2015,0.7768,0.6962,0.5062,96.43
01-Jun-2015,0.7604,0.6956,0.5,94.86
29-May-2015,0.7636,0.6949,0.4993,94.82
28-May-2015,0.7643,0.6984,0.4992,94.79
