Exchange Date,USD,EUR,GBP,JPY
10-May-2022,0.6976,0.6592,0.5639,90.97
09-May-2022,0.6955,0.6587,0.5638,90.52
06-May-2022,0.7077,0.6705,0.5735,92.29
05-May-2022,0.7111,0.6744,0.575,92.59
04-May-2022,0.7262,0.6835,0.5752,93.66
03-May-2022,0.7094,0.6741,0.5675,92.32
02-May-2022,0.7046,0.6707,0.5639,91.78
29-Apr-2022,0.7063,0.6698,0.5617,91.67
28-Apr-2022,0.7092,0.6755,0.5694,92.86
27-Apr-2022,0.7126,0.6749,0.5677,91.52
26-Apr-2022,0.7121,0.6693,0.5661,90.61
25-Apr-2022,0.7177,0.6698,0.5632,91.86
22-Apr-2022,0.7238,0.6704,0.5637,93.11
21-Apr-2022,0.7371,0.68,0.5657,94.59
20-Apr-2022,0.745,0.686,0.5697,95.27
19-Apr-2022,0.737,0.683,0.5668,95.06
18-Apr-2022,0.7346,0.6812,0.5644,93.19
15-Apr-2022,0.7397,0.6843,0.5663,93.46
14-Apr-2022,0.7418,0.6847,0.5675,93.37
13-Apr-2022,0.7448,0.684,0.5677,93.65
12-Apr-2022,0.7459,0.6887,0.5736,93.56
11-Apr-2022,0.7419,0.6814,0.5691,93.02
08-Apr-2022,0.7455,0.6852,0.572,92.71
07-Apr-2022,0.7479,0.6874,0.572,92.71
06-Apr-2022,0.7513,0.6894,0.5747,92.95
05-Apr-2022,0.7579,0.6949,0.5797,93.63
04-Apr-2022,0.7542,0.6873,0.575,92.61
01-Apr-2022,0.7499,0.6782,0.5717,91.88
31-Mar-2022,0.748,0.6758,0.5693,91.05
30-Mar-2022,0.7509,0.6728,0.5717,91.5
29-Mar-2022,0.7506,0.6774,0.5737,92.25
28-Mar-2022,0.7487,0.6818,0.5722,92.82
25-Mar-2022,0.7512,0.6838,0.5698,91.73
24-Mar-2022,0.7512,0.683,0.5695,91.89
23-Mar-2022,0.7497,0.6812,0.5677,90.84
22-Mar-2022,0.7467,0.6768,0.5629,90.16
21-Mar-2022,0.74,0.6716,0.5618,88.4
18-Mar-2022,0.7415,0.6708,0.5624,88.32
17-Mar-2022,0.7374,0.6647,0.5608,87.47
16-Mar-2022,0.7289,0.6606,0.5541,86.56
15-Mar-2022,0.7196,0.6569,0.5518,85.09
14-Mar-2022,0.7187,0.6569,0.5527,84.94
11-Mar-2022,0.729,0.668,0.559,85.5
10-Mar-2022,0.7357,0.6696,0.5621,85.45
09-Mar-2022,0.7322,0.6609,0.5554,84.81
08-Mar-2022,0.7266,0.6664,0.5544,84.04
07-Mar-2022,0.7316,0.6739,0.5582,84.33
04-Mar-2022,0.737,0.6744,0.5571,84.71
03-Mar-2022,0.7329,0.6622,0.5488,84.6
02-Mar-2022,0.7296,0.6559,0.5441,84.28
01-Mar-2022,0.7248,0.6514,0.5439,83.34
28-Feb-2022,0.7262,0.6471,0.541,83.5
25-Feb-2022,0.7232,0.6416,0.5393,83.48
24-Feb-2022,0.7162,0.6397,0.5353,82.72
23-Feb-2022,0.7233,0.6394,0.534,83.17
22-Feb-2022,0.7219,0.6373,0.5312,83.12
21-Feb-2022,0.719,0.6356,0.5286,82.46
18-Feb-2022,0.7173,0.6334,0.5277,82.52
17-Feb-2022,0.7183,0.6322,0.5273,82.59
16-Feb-2022,0.7192,0.6323,0.5293,83.04
15-Feb-2022,0.7151,0.6295,0.5281,82.66
14-Feb-2022,0.7125,0.63,0.5266,82.35
11-Feb-2022,0.7135,0.6285,0.526,82.39
10-Feb-2022,0.7165,0.627,0.5285,83.14
09-Feb-2022,0.7178,0.6282,0.5303,82.94
08-Feb-2022,0.7145,0.6259,0.5275,82.57
07-Feb-2022,0.7125,0.6227,0.5263,82.01
04-Feb-2022,0.7076,0.618,0.5229,81.51
03-Feb-2022,0.714,0.624,0.525,82.1
02-Feb-2022,0.7136,0.6312,0.5254,81.68
01-Feb-2022,0.7126,0.6321,0.527,81.75
31-Jan-2022,0.7064,0.6286,0.5251,81.35
28-Jan-2022,0.6986,0.6267,0.5211,80.53
27-Jan-2022,0.7031,0.6308,0.5251,81.15
26-Jan-2022,0.7114,0.6329,0.5283,81.6
25-Jan-2022,0.7148,0.6326,0.5293,81.41
24-Jan-2022,0.714,0.6304,0.5293,81.38
21-Jan-2022,0.7183,0.6332,0.5298,81.56
20-Jan-2022,0.7225,0.6386,0.5311,82.48
19-Jan-2022,0.721,0.6356,0.5298,82.43
18-Jan-2022,0.7182,0.6339,0.5282,82.33
17-Jan-2022,0.721,0.6318,0.5282,82.61
14-Jan-2022,0.7206,0.6311,0.5269,82.4
13-Jan-2022,0.7284,0.6355,0.5311,83.11
12-Jan-2022,0.7284,0.6364,0.5315,83.49
11-Jan-2022,0.7209,0.6342,0.5286,83.12
10-Jan-2022,0.7168,0.6328,0.5278,82.62
07-Jan-2022,0.7178,0.6317,0.5281,82.98
06-Jan-2022,0.716,0.6339,0.529,82.97
05-Jan-2022,0.7219,0.6379,0.5325,83.83
04-Jan-2022,0.7238,0.6412,0.5349,84.08
03-Jan-2022,0.7191,0.6365,0.5337,82.94
31-Dec-2021,0.726,0.6384,0.5365,83.66
30-Dec-2021,0.7249,0.6401,0.5371,83.41
29-Dec-2021,0.7248,0.6388,0.5375,83.33
28-Dec-2021,0.7228,0.6389,0.5379,82.98
27-Dec-2021,0.7234,0.6387,0.5383,83.17
24-Dec-2021,0.7223,0.638,0.5395,82.65
23-Dec-2021,0.7242,0.639,0.5399,82.87
22-Dec-2021,0.7213,0.6367,0.5401,82.31
21-Dec-2021,0.7154,0.6338,0.539,81.6
20-Dec-2021,0.7109,0.6303,0.5382,80.77
17-Dec-2021,0.7124,0.6337,0.538,81.02
16-Dec-2021,0.7183,0.6339,0.5391,81.69
15-Dec-2021,0.7167,0.6349,0.5403,81.8
14-Dec-2021,0.7102,0.6307,0.5363,80.83
13-Dec-2021,0.7129,0.6317,0.5392,81.03
10-Dec-2021,0.7171,0.6338,0.5402,81.3
09-Dec-2021,0.7149,0.633,0.5406,81.08
08-Dec-2021,0.7171,0.6322,0.5427,81.52
07-Dec-2021,0.7118,0.6316,0.5374,80.84
06-Dec-2021,0.7049,0.6245,0.5313,79.98
03-Dec-2021,0.7001,0.6186,0.529,78.98
02-Dec-2021,0.7093,0.6275,0.5329,80.27
01-Dec-2021,0.7104,0.6275,0.5349,80.15
30-Nov-2021,0.7123,0.6282,0.5355,80.65
29-Nov-2021,0.714,0.6323,0.5362,81.08
26-Nov-2021,0.7123,0.6292,0.5339,80.51
25-Nov-2021,0.719,0.6414,0.5396,82.91
24-Nov-2021,0.7195,0.6424,0.5397,83.01
23-Nov-2021,0.7227,0.6424,0.5401,83.19
22-Nov-2021,0.7223,0.6427,0.5391,82.98
19-Nov-2021,0.7234,0.6407,0.5376,82.47
18-Nov-2021,0.7279,0.6397,0.539,83.13
17-Nov-2021,0.7266,0.6418,0.5388,82.89
16-Nov-2021,0.7302,0.6449,0.5437,83.84
15-Nov-2021,0.7344,0.646,0.5473,83.83
12-Nov-2021,0.7332,0.6401,0.5465,83.49
11-Nov-2021,0.7294,0.6365,0.5451,83.15
10-Nov-2021,0.7326,0.638,0.5464,83.44
09-Nov-2021,0.7375,0.6361,0.544,83.28
08-Nov-2021,0.742,0.6403,0.5472,84.05
05-Nov-2021,0.7401,0.6397,0.5482,83.88
04-Nov-2021,0.7399,0.6402,0.5478,84.17
03-Nov-2021,0.7445,0.641,0.5439,84.89
02-Nov-2021,0.7428,0.6414,0.5455,84.66
01-Nov-2021,0.7524,0.6482,0.5505,85.73
29-Oct-2021,0.7521,0.6503,0.5492,85.7
28-Oct-2021,0.7544,0.6457,0.547,85.66
27-Oct-2021,0.7514,0.6473,0.5464,85.56
26-Oct-2021,0.7499,0.6466,0.5446,85.62
25-Oct-2021,0.7491,0.6452,0.544,85.18
22-Oct-2021,0.7464,0.6406,0.5426,84.74
21-Oct-2021,0.7466,0.6422,0.5412,85.12
20-Oct-2021,0.7515,0.6449,0.5436,85.93
19-Oct-2021,0.7472,0.642,0.5413,85.45
18-Oct-2021,0.741,0.6381,0.5397,84.72
15-Oct-2021,0.7421,0.6398,0.5397,84.78
14-Oct-2021,0.7415,0.6393,0.5422,84.29
13-Oct-2021,0.7378,0.6364,0.54,83.57
12-Oct-2021,0.7349,0.6373,0.5407,83.52
11-Oct-2021,0.7351,0.6363,0.5406,83.25
08-Oct-2021,0.7306,0.6314,0.5366,81.99
07-Oct-2021,0.7312,0.6329,0.5368,81.61
06-Oct-2021,0.7272,0.6291,0.5354,81.03
05-Oct-2021,0.7291,0.6285,0.5348,81.25
04-Oct-2021,0.7284,0.6264,0.5349,80.84
01-Oct-2021,0.7256,0.6256,0.5355,80.68
30-Sep-2021,0.7226,0.6237,0.5362,80.36
29-Sep-2021,0.7175,0.6186,0.5342,80.29
28-Sep-2021,0.7236,0.6193,0.5345,80.72
27-Sep-2021,0.7286,0.6228,0.5318,80.88
24-Sep-2021,0.7258,0.6196,0.5309,80.33
23-Sep-2021,0.7295,0.6214,0.5317,80.43
22-Sep-2021,0.7245,0.6198,0.5316,79.43
21-Sep-2021,0.7231,0.6166,0.5292,78.98
20-Sep-2021,0.725,0.6181,0.5307,79.28
17-Sep-2021,0.7265,0.6194,0.5285,79.86
16-Sep-2021,0.7289,0.6194,0.5285,80.0
15-Sep-2021,0.7334,0.6205,0.53,80.19
14-Sep-2021,0.7318,0.6199,0.5298,80.28
13-Sep-2021,0.7366,0.6236,0.5322,81.01
10-Sep-2021,0.7355,0.6224,0.5313,80.8
09-Sep-2021,0.7366,0.6228,0.5323,80.85
08-Sep-2021,0.7364,0.6232,0.5346,81.21
07-Sep-2021,0.7385,0.6235,0.5355,81.48
06-Sep-2021,0.7439,0.6266,0.5376,81.65
03-Sep-2021,0.7458,0.6276,0.5378,81.67
02-Sep-2021,0.7399,0.623,0.5347,81.37
01-Sep-2021,0.7364,0.622,0.5347,81.0
31-Aug-2021,0.7315,0.6193,0.5317,80.45
30-Aug-2021,0.7294,0.6182,0.53,80.19
27-Aug-2021,0.7311,0.6197,0.5313,80.29
26-Aug-2021,0.7234,0.6155,0.5279,79.67
25-Aug-2021,0.7273,0.6179,0.5286,79.98
24-Aug-2021,0.7257,0.6172,0.5285,79.6
23-Aug-2021,0.7208,0.6136,0.5253,79.03
20-Aug-2021,0.7134,0.6098,0.5236,78.3
19-Aug-2021,0.7146,0.6119,0.5238,78.38
18-Aug-2021,0.7231,0.6173,0.5255,79.39
17-Aug-2021,0.7249,0.6192,0.5277,79.44
16-Aug-2021,0.7337,0.6228,0.5296,80.15
13-Aug-2021,0.7369,0.6248,0.5314,80.77
12-Aug-2021,0.7334,0.6252,0.5311,81.0
11-Aug-2021,0.7372,0.6279,0.5313,81.42
10-Aug-2021,0.735,0.627,0.5308,81.23
09-Aug-2021,0.7333,0.6246,0.5295,80.82
06-Aug-2021,0.7353,0.6251,0.5299,81.05
05-Aug-2021,0.7404,0.6255,0.5314,81.26
04-Aug-2021,0.7379,0.6233,0.5311,80.79
03-Aug-2021,0.7394,0.6232,0.5313,80.61
02-Aug-2021,0.736,0.62,0.5301,80.48
30-Jul-2021,0.7344,0.6186,0.5282,80.46
29-Jul-2021,0.7395,0.622,0.5296,80.92
28-Jul-2021,0.7376,0.6227,0.5306,81.04
27-Jul-2021,0.736,0.6228,0.5302,80.78
26-Jul-2021,0.738,0.6253,0.5339,81.46
23-Jul-2021,0.7364,0.6256,0.5359,81.4
22-Jul-2021,0.7378,0.6267,0.5357,81.31
21-Jul-2021,0.7358,0.6238,0.5365,81.13
20-Jul-2021,0.7329,0.622,0.5377,80.49
19-Jul-2021,0.7342,0.6221,0.5368,80.4
16-Jul-2021,0.7402,0.6268,0.5375,81.38
15-Jul-2021,0.7427,0.6286,0.5369,81.51
14-Jul-2021,0.748,0.6318,0.5396,82.26
13-Jul-2021,0.7446,0.6324,0.5391,82.36
12-Jul-2021,0.7475,0.6301,0.5384,82.53
09-Jul-2021,0.7485,0.6302,0.5384,82.49
08-Jul-2021,0.7429,0.627,0.5387,81.55
07-Jul-2021,0.7481,0.6344,0.5419,82.75
06-Jul-2021,0.7497,0.6339,0.543,82.86
05-Jul-2021,0.7529,0.6346,0.5436,83.57
02-Jul-2021,0.7525,0.6342,0.5443,83.55
01-Jul-2021,0.7469,0.6303,0.5425,83.31
30-Jun-2021,0.7498,0.6323,0.5421,83.32
29-Jun-2021,0.7511,0.6312,0.5427,83.02
28-Jun-2021,0.7567,0.6344,0.5449,83.68
25-Jun-2021,0.7586,0.6355,0.5465,84.11
24-Jun-2021,0.7582,0.6353,0.5445,84.07
23-Jun-2021,0.7575,0.6351,0.5423,84.07
22-Jun-2021,0.7553,0.6325,0.5414,83.6
21-Jun-2021,0.7535,0.6322,0.5406,83.19
18-Jun-2021,0.7477,0.6302,0.5413,82.41
17-Jun-2021,0.755,0.6339,0.5423,83.23
16-Jun-2021,0.761,0.6344,0.544,84.24
15-Jun-2021,0.7685,0.6337,0.5455,84.58
14-Jun-2021,0.7711,0.6362,0.5464,84.88
11-Jun-2021,0.7706,0.6363,0.5462,84.48
10-Jun-2021,0.7752,0.6368,0.5467,84.74
09-Jun-2021,0.7729,0.6345,0.5473,84.75
08-Jun-2021,0.774,0.6357,0.5466,84.69
07-Jun-2021,0.7753,0.636,0.5467,84.72
04-Jun-2021,0.7737,0.6358,0.5465,84.75
03-Jun-2021,0.7658,0.6314,0.5428,84.44
02-Jun-2021,0.7752,0.6347,0.547,84.92
01-Jun-2021,0.7754,0.6348,0.5479,84.83
31-May-2021,0.7734,0.6323,0.5439,84.67
28-May-2021,0.7713,0.6325,0.5435,84.68
27-May-2021,0.774,0.6349,0.545,85.06
26-May-2021,0.7739,0.6347,0.548,84.47
25-May-2021,0.775,0.6325,0.5476,84.32
24-May-2021,0.7752,0.6346,0.5475,84.31
21-May-2021,0.7731,0.6347,0.5464,84.23
20-May-2021,0.7775,0.6357,0.5478,84.57
19-May-2021,0.7726,0.6345,0.5473,84.37
18-May-2021,0.7791,0.6374,0.549,84.79
17-May-2021,0.7763,0.6387,0.5491,84.85
14-May-2021,0.7772,0.64,0.5512,85.08
13-May-2021,0.7729,0.6397,0.55,84.55
12-May-2021,0.7725,0.6398,0.5496,84.73
11-May-2021,0.784,0.6453,0.5543,85.14
10-May-2021,0.783,0.6455,0.5542,85.18
07-May-2021,0.7842,0.6446,0.5611,85.16
06-May-2021,0.7779,0.6446,0.56,84.92
05-May-2021,0.7747,0.6452,0.5571,84.59
04-May-2021,0.7705,0.6412,0.5548,84.27
03-May-2021,0.7761,0.6433,0.5578,84.65
30-Apr-2021,0.7716,0.6418,0.5584,84.3
29-Apr-2021,0.7764,0.6408,0.557,84.57
28-Apr-2021,0.7788,0.6422,0.5588,84.64
27-Apr-2021,0.7764,0.642,0.5579,84.46
26-Apr-2021,0.7799,0.6455,0.561,84.27
23-Apr-2021,0.7745,0.64,0.5581,83.57
22-Apr-2021,0.7707,0.6414,0.5569,83.21
21-Apr-2021,0.7751,0.6441,0.5565,83.74
20-Apr-2021,0.7723,0.6417,0.5541,83.42
19-Apr-2021,0.7757,0.6444,0.5545,83.88
16-Apr-2021,0.7733,0.6451,0.559,84.14
15-Apr-2021,0.775,0.6475,0.562,84.26
14-Apr-2021,0.772,0.6443,0.5602,84.13
13-Apr-2021,0.7638,0.6392,0.5555,83.35
12-Apr-2021,0.7622,0.6398,0.5546,83.38
09-Apr-2021,0.7621,0.6402,0.5558,83.54
08-Apr-2021,0.7652,0.6422,0.5571,83.63
07-Apr-2021,0.7614,0.6412,0.5542,83.6
06-Apr-2021,0.7662,0.6451,0.5541,84.1
05-Apr-2021,0.7649,0.6474,0.5502,84.27
02-Apr-2021,0.7606,0.6464,0.5498,84.2
01-Apr-2021,0.7617,0.6467,0.5505,84.24
31-Mar-2021,0.7596,0.6475,0.551,84.08
30-Mar-2021,0.7594,0.6481,0.5526,83.81
29-Mar-2021,0.763,0.6485,0.5543,83.78
26-Mar-2021,0.7636,0.6473,0.5537,83.72
25-Mar-2021,0.7579,0.6442,0.5518,82.77
24-Mar-2021,0.7582,0.6418,0.5538,82.4
23-Mar-2021,0.7622,0.6431,0.5542,82.77
22-Mar-2021,0.7744,0.6487,0.5585,84.27
19-Mar-2021,0.7742,0.6503,0.558,84.23
18-Mar-2021,0.7756,0.6509,0.557,84.45
17-Mar-2021,0.7794,0.6506,0.558,84.8
16-Mar-2021,0.7745,0.6506,0.5574,84.42
15-Mar-2021,0.7754,0.6498,0.558,84.62
12-Mar-2021,0.7765,0.6495,0.5576,84.54
11-Mar-2021,0.7787,0.6496,0.5565,84.5
10-Mar-2021,0.7734,0.6483,0.5551,83.84
09-Mar-2021,0.7711,0.6479,0.5549,83.73
08-Mar-2021,0.7649,0.6456,0.5532,83.29
05-Mar-2021,0.7686,0.6449,0.5551,83.17
04-Mar-2021,0.7725,0.6454,0.5558,83.37
03-Mar-2021,0.7775,0.6444,0.5571,83.2
02-Mar-2021,0.7818,0.6466,0.5602,83.42
01-Mar-2021,0.7769,0.6447,0.5578,82.97
26-Feb-2021,0.7705,0.6379,0.5529,82.07
25-Feb-2021,0.7872,0.6464,0.5616,83.62
24-Feb-2021,0.7967,0.6549,0.5633,84.33
23-Feb-2021,0.791,0.651,0.5604,83.25
22-Feb-2021,0.7915,0.651,0.5627,83.16
19-Feb-2021,0.7869,0.6492,0.5613,82.93
18-Feb-2021,0.7767,0.6423,0.5556,82.08
17-Feb-2021,0.7749,0.6437,0.5594,82.05
16-Feb-2021,0.7756,0.6405,0.5578,82.21
15-Feb-2021,0.7778,0.6412,0.5594,81.97
12-Feb-2021,0.7753,0.6396,0.56,81.41
11-Feb-2021,0.7751,0.6389,0.5609,81.21
10-Feb-2021,0.7721,0.637,0.558,80.75
09-Feb-2021,0.7738,0.6384,0.56,80.91
08-Feb-2021,0.77,0.6391,0.5603,81.07
05-Feb-2021,0.7677,0.6373,0.5589,80.84
04-Feb-2021,0.7599,0.6352,0.5557,80.22
03-Feb-2021,0.7617,0.633,0.5581,79.98
02-Feb-2021,0.7606,0.6315,0.5564,79.82
01-Feb-2021,0.7619,0.6317,0.5576,79.97
29-Jan-2021,0.7642,0.6296,0.5577,80.02
28-Jan-2021,0.7679,0.6333,0.5596,80.03
27-Jan-2021,0.7662,0.6325,0.5597,79.72
26-Jan-2021,0.7743,0.6367,0.5635,80.28
25-Jan-2021,0.7708,0.6349,0.5636,80.03
22-Jan-2021,0.7716,0.6341,0.5637,79.99
21-Jan-2021,0.7763,0.6381,0.5652,80.34
20-Jan-2021,0.7746,0.6397,0.5672,80.15
19-Jan-2021,0.7695,0.6344,0.5645,79.94
18-Jan-2021,0.7679,0.6357,0.5651,79.59
15-Jan-2021,0.7702,0.6375,0.5667,80.01
14-Jan-2021,0.7777,0.6396,0.568,80.72
13-Jan-2021,0.7732,0.636,0.5668,80.32
12-Jan-2021,0.7771,0.6364,0.5685,80.64
11-Jan-2021,0.7695,0.6335,0.5695,80.22
08-Jan-2021,0.7759,0.6349,0.5719,80.73
07-Jan-2021,0.7768,0.6329,0.5725,80.62
06-Jan-2021,0.7801,0.6327,0.5731,80.36
05-Jan-2021,0.7759,0.6307,0.5692,79.66
04-Jan-2021,0.7663,0.6254,0.5645,79.06
01-Jan-2021,0.7704,0.6345,0.5634,79.46
31-Dec-2020,0.7694,0.6298,0.5625,79.46
30-Dec-2020,0.7684,0.6248,0.5639,79.31
29-Dec-2020,0.7605,0.6208,0.5632,78.75
28-Dec-2020,0.7577,0.6202,0.5633,78.67
25-Dec-2020,0.7599,0.6225,0.5607,78.72
24-Dec-2020,0.7596,0.6227,0.5599,78.6
23-Dec-2020,0.7572,0.6212,0.5611,78.45
22-Dec-2020,0.7521,0.6182,0.5628,77.93
21-Dec-2020,0.7585,0.6194,0.563,78.36
18-Dec-2020,0.7624,0.6219,0.5637,78.74
17-Dec-2020,0.7621,0.6211,0.5609,78.55
16-Dec-2020,0.7576,0.6209,0.5607,78.35
15-Dec-2020,0.7557,0.6217,0.5613,78.33
14-Dec-2020,0.7537,0.6205,0.5656,78.36
11-Dec-2020,0.7533,0.6218,0.5695,78.36
10-Dec-2020,0.7533,0.6205,0.5666,78.52
09-Dec-2020,0.7445,0.6162,0.5556,77.56
08-Dec-2020,0.7411,0.6122,0.5548,77.15
07-Dec-2020,0.742,0.6127,0.5545,77.18
04-Dec-2020,0.7421,0.6121,0.5521,77.36
03-Dec-2020,0.7438,0.6124,0.5531,77.27
02-Dec-2020,0.7415,0.612,0.5547,77.42
01-Dec-2020,0.7369,0.6105,0.5492,76.9
30-Nov-2020,0.7345,0.6156,0.5512,76.57
27-Nov-2020,0.7386,0.6173,0.5546,76.77
26-Nov-2020,0.7361,0.6178,0.551,76.71
25-Nov-2020,0.7363,0.6179,0.5501,76.94
24-Nov-2020,0.736,0.6189,0.5508,76.86
23-Nov-2020,0.7285,0.6152,0.5467,76.16
20-Nov-2020,0.7302,0.6158,0.5496,75.83
19-Nov-2020,0.7287,0.6135,0.5494,75.58
18-Nov-2020,0.7305,0.6162,0.5503,75.83
17-Nov-2020,0.7298,0.6151,0.5508,76.05
16-Nov-2020,0.7318,0.6173,0.5544,76.55
13-Nov-2020,0.7268,0.6141,0.551,76.0
12-Nov-2020,0.7231,0.6124,0.5512,76.01
11-Nov-2020,0.7278,0.6179,0.5503,76.7
10-Nov-2020,0.7284,0.6164,0.5487,76.68
09-Nov-2020,0.7285,0.6163,0.5531,76.7
06-Nov-2020,0.7255,0.6109,0.5513,75.06
05-Nov-2020,0.7282,0.6155,0.5538,75.38
04-Nov-2020,0.7173,0.6117,0.5522,75.0
03-Nov-2020,0.716,0.611,0.5482,74.82
02-Nov-2020,0.7053,0.6059,0.5459,73.86
30-Oct-2020,0.7026,0.603,0.5428,73.55
29-Oct-2020,0.7028,0.6019,0.5435,73.51
28-Oct-2020,0.7044,0.5997,0.5425,73.44
27-Oct-2020,0.7128,0.6042,0.5464,74.43
26-Oct-2020,0.7122,0.603,0.5468,74.68
23-Oct-2020,0.7135,0.6014,0.547,74.66
22-Oct-2020,0.7115,0.6021,0.5439,74.64
21-Oct-2020,0.7117,0.5999,0.541,74.42
20-Oct-2020,0.7046,0.596,0.5443,74.35
19-Oct-2020,0.7067,0.6005,0.5457,74.52
16-Oct-2020,0.708,0.6041,0.5481,74.57
15-Oct-2020,0.7092,0.6056,0.549,74.77
14-Oct-2020,0.7162,0.6096,0.5503,75.31
13-Oct-2020,0.716,0.6095,0.5535,75.51
12-Oct-2020,0.7207,0.61,0.5516,75.92
09-Oct-2020,0.7239,0.612,0.5547,76.4
08-Oct-2020,0.7166,0.6093,0.5539,75.97
07-Oct-2020,0.7138,0.6068,0.5524,75.66
06-Oct-2020,0.7104,0.6053,0.5515,75.0
05-Oct-2020,0.7179,0.6092,0.553,75.94
02-Oct-2020,0.7162,0.6113,0.5535,75.44
01-Oct-2020,0.7183,0.6113,0.5571,75.83
30-Sep-2020,0.7161,0.611,0.5542,75.53
29-Sep-2020,0.7127,0.6068,0.554,75.37
28-Sep-2020,0.707,0.6059,0.5508,74.54
25-Sep-2020,0.7027,0.604,0.5511,74.14
24-Sep-2020,0.7045,0.6034,0.5524,74.25
23-Sep-2020,0.7074,0.6065,0.5559,74.52
22-Sep-2020,0.7174,0.6122,0.5629,75.21
21-Sep-2020,0.7223,0.6135,0.5635,75.59
18-Sep-2020,0.7289,0.6156,0.5643,76.23
17-Sep-2020,0.7312,0.617,0.5635,76.56
16-Sep-2020,0.7305,0.6181,0.5633,76.64
15-Sep-2020,0.7301,0.6162,0.5664,76.97
14-Sep-2020,0.7288,0.6139,0.5671,77.05
11-Sep-2020,0.7283,0.6147,0.5691,77.29
10-Sep-2020,0.7256,0.614,0.5666,77.02
09-Sep-2020,0.7282,0.6169,0.56,77.32
08-Sep-2020,0.7214,0.6124,0.5555,76.47
07-Sep-2020,0.7274,0.6154,0.5523,77.34
04-Sep-2020,0.7279,0.6149,0.5481,77.35
03-Sep-2020,0.7272,0.6136,0.5475,77.23
02-Sep-2020,0.7338,0.6188,0.5495,77.89
01-Sep-2020,0.7371,0.6187,0.5506,78.11
31-Aug-2020,0.7375,0.6178,0.5514,78.12
28-Aug-2020,0.7366,0.6186,0.5516,77.55
27-Aug-2020,0.7258,0.6139,0.5497,77.35
26-Aug-2020,0.7231,0.6111,0.5473,76.65
25-Aug-2020,0.7194,0.6078,0.5469,76.5
24-Aug-2020,0.7161,0.6074,0.5481,75.89
21-Aug-2020,0.7161,0.6069,0.547,75.75
20-Aug-2020,0.7191,0.6062,0.5441,76.08
19-Aug-2020,0.7181,0.6066,0.5481,76.22
18-Aug-2020,0.724,0.6069,0.5469,76.34
17-Aug-2020,0.7214,0.6077,0.5505,76.44
14-Aug-2020,0.7171,0.6055,0.5479,76.37
13-Aug-2020,0.7148,0.6049,0.5471,76.4
12-Aug-2020,0.7162,0.6077,0.5494,76.53
11-Aug-2020,0.7142,0.6083,0.5473,76.02
10-Aug-2020,0.7149,0.6089,0.5469,75.74
07-Aug-2020,0.7157,0.607,0.5482,75.81
06-Aug-2020,0.7233,0.6089,0.55,76.37
05-Aug-2020,0.7191,0.6061,0.5482,75.93
04-Aug-2020,0.716,0.6065,0.5477,75.71
03-Aug-2020,0.7123,0.6054,0.5447,75.47
31-Jul-2020,0.7142,0.6062,0.5457,75.63
30-Jul-2020,0.7193,0.6071,0.5492,75.34
29-Jul-2020,0.7186,0.6093,0.5529,75.4
28-Jul-2020,0.7157,0.6108,0.5533,75.21
27-Jul-2020,0.7149,0.6083,0.5549,75.34
24-Jul-2020,0.7103,0.6093,0.5551,75.4
23-Jul-2020,0.7097,0.6119,0.5569,75.84
22-Jul-2020,0.7138,0.6168,0.5605,76.52
21-Jul-2020,0.7127,0.618,0.5596,76.12
20-Jul-2020,0.7013,0.6126,0.5538,75.27
17-Jul-2020,0.6995,0.612,0.5565,74.84
16-Jul-2020,0.6969,0.6121,0.5552,74.77
15-Jul-2020,0.7007,0.6139,0.5568,74.92
14-Jul-2020,0.6974,0.6118,0.5555,74.78
13-Jul-2020,0.6939,0.6117,0.5525,74.45
10-Jul-2020,0.6948,0.6148,0.5504,74.29
09-Jul-2020,0.6963,0.617,0.5523,74.64
08-Jul-2020,0.6982,0.6162,0.5535,74.86
07-Jul-2020,0.6946,0.6161,0.5537,74.66
06-Jul-2020,0.6973,0.6165,0.5581,74.87
03-Jul-2020,0.6937,0.6166,0.5555,74.57
02-Jul-2020,0.6922,0.6158,0.5551,74.45
01-Jul-2020,0.6914,0.6143,0.554,74.28
30-Jun-2020,0.6902,0.6143,0.5565,74.45
29-Jun-2020,0.6864,0.6105,0.558,73.88
26-Jun-2020,0.686,0.6114,0.5561,73.57
25-Jun-2020,0.6885,0.6137,0.5543,73.8
24-Jun-2020,0.6872,0.6103,0.5529,73.52
23-Jun-2020,0.6929,0.6126,0.5534,73.8
22-Jun-2020,0.6905,0.6131,0.554,73.85
19-Jun-2020,0.6832,0.6111,0.5528,73.04
18-Jun-2020,0.6851,0.6114,0.5513,73.29
17-Jun-2020,0.6883,0.612,0.5481,73.64
16-Jun-2020,0.6884,0.6117,0.5478,73.88
15-Jun-2020,0.6918,0.6109,0.5488,74.26
12-Jun-2020,0.6862,0.6095,0.5471,73.73
11-Jun-2020,0.6854,0.6065,0.5438,73.25
10-Jun-2020,0.6997,0.6152,0.5488,74.96
09-Jun-2020,0.6961,0.6137,0.5467,75.02
08-Jun-2020,0.7019,0.6214,0.5516,76.1
05-Jun-2020,0.6968,0.6173,0.5501,76.32
04-Jun-2020,0.6942,0.6122,0.551,75.77
03-Jun-2020,0.6919,0.6158,0.5501,75.38
02-Jun-2020,0.6894,0.617,0.5492,74.95
